LGA_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
LGA14900,4,725,0,0,0,0,0,0,10,0,0,0,0,10,40,0,0,0,0,40,62,12,0,0,0,75,12,4,3,4,0,19,4,0,0,0,0,5,123,16,6,6,0,149,0,0,0,0,0,0,26,3,0,0,0,30,287,25,8,0,0,324,35,25,0,0,0,62,0,0,0,0,0,0,14,0,0,0,0,18,368,51,10,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,1059,155,62,29,4,1314
LGA14920,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,76
LGA14950,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33
LGA15050,4,673,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,50,22,3,3,0,0,28,10,0,4,0,0,12,0,0,0,0,0,0,74,6,6,0,0,89,0,0,0,0,0,0,7,0,0,0,0,7,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,652,107,30,16,6,811
LGA15240,5,869,0,0,0,0,0,0,6,0,0,0,0,6,42,0,0,0,0,47,35,6,0,0,0,43,0,4,0,0,0,9,6,0,0,0,4,9,90,6,0,0,4,104,5,0,0,0,0,5,3,0,0,0,0,3,77,7,0,0,0,78,12,4,0,0,0,10,3,0,0,0,0,5,9,0,0,0,0,10,97,8,0,0,0,109,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,27,4,0,0,0,0,4,964,91,23,18,9,1110
LGA15270,0,228,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,10,3,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,27,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,233,31,7,0,0,267
LGA15300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,108,13,3,3,0,128
LGA15350,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,0,4,0,0,0,9,0,0,0,0,0,0,8,4,0,0,0,18,0,0,0,0,0,0,16,0,0,0,0,16,142,14,0,0,0,154,12,6,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,177,22,6,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,8,0,0,0,0,0,0,222,29,3,0,0,261
LGA15520,4,88,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,5,5,0,4,98
LGA15560,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25
LGA15650,0,131,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,16,0,4,0,164
LGA15700,0,230,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,245,13,0,0,0,263
LGA15750,0,112,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,109,21,3,0,0,132
LGA15800,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,46,0,6,0,0,51
LGA15850,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,54
LGA15900,61,2715,3,0,0,0,0,3,6,0,0,0,0,6,336,23,0,0,0,362,230,309,36,6,0,589,17,26,37,20,3,109,9,0,0,0,0,9,608,356,78,21,8,1078,3,0,0,0,0,3,32,0,0,0,0,35,461,17,0,0,0,483,79,101,5,3,0,191,9,6,10,3,4,33,11,0,0,0,0,15,602,128,16,6,3,753,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,0,0,5,28,6,0,0,0,32,0,5,0,0,0,5,2697,1256,427,139,73,4588
LGA15950,0,68,0,0,0,0,0,0,8,0,0,0,0,8,38,0,0,0,0,41,35,49,8,0,0,90,13,7,12,0,0,29,0,0,0,0,0,0,88,59,24,4,0,171,7,0,0,0,0,5,74,0,0,0,0,80,845,42,4,0,0,897,125,226,18,0,0,361,4,4,6,5,0,19,3,4,0,0,0,10,1056,278,29,5,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,15,3,0,0,0,0,6,1193,355,62,12,8,1630
LGA15990,24,927,3,0,0,0,0,3,10,0,0,0,0,10,52,0,0,0,0,59,46,39,0,0,0,85,6,4,11,3,3,34,0,0,0,0,0,0,115,50,18,10,8,189,9,0,0,0,0,9,77,0,0,0,0,80,1230,91,19,4,0,1343,96,210,17,3,0,329,8,3,16,6,0,34,25,5,0,0,0,24,1451,308,52,11,0,1828,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,12,3,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,4,30,7,3,0,0,0,12,2141,571,176,70,26,2990
LGA16100,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,0,46
LGA16150,3,416,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24,14,5,0,0,0,18,4,3,0,0,0,6,0,0,0,0,0,0,45,8,0,0,0,47,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,5,4,0,0,0,5,0,0,5,0,0,9,0,0,0,0,0,0,27,3,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,6,365,91,41,13,4,515
LGA16200,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19,4,3,0,127
LGA16260,38,939,0,0,0,0,0,0,4,8,0,0,0,12,87,6,0,0,0,101,150,49,20,4,9,229,34,20,21,7,11,91,10,0,0,0,0,14,285,88,46,15,14,451,12,0,0,0,0,16,193,17,0,0,0,211,1737,394,130,30,7,2304,212,229,83,40,17,577,11,7,12,4,5,32,27,21,15,3,0,60,2193,669,236,70,27,3199,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,9,3,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,18,0,4,0,0,24,18,5,0,0,0,19,3074,950,377,141,81,4627
LGA16350,15,1255,0,0,0,0,0,0,6,0,0,0,0,6,49,3,0,0,0,53,173,40,9,0,0,217,29,8,6,6,0,53,3,0,0,0,0,3,259,56,13,4,0,329,0,0,0,0,0,0,14,0,0,0,0,14,270,10,0,0,0,277,30,10,0,0,0,43,0,0,0,0,0,0,6,0,0,0,0,6,321,20,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,5,0,0,0,0,9,1609,215,69,24,16,1939
LGA16380,4,681,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,78,60,21,4,0,0,87,3,0,0,0,0,11,4,0,0,0,0,4,141,33,4,0,0,179,0,0,0,0,0,0,3,0,0,0,0,3,91,7,0,0,0,105,24,14,3,0,0,37,3,0,0,0,0,3,0,0,0,0,0,3,127,24,5,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,0,0,0,0,6,830,140,42,15,8,1031
LGA16400,0,524,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,37,3,3,0,0,49,4,5,0,0,0,6,4,0,0,0,0,4,88,11,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,9,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,35,0,4,0,0,43,6,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,29,4,0,0,0,0,4,589,64,27,6,0,694
LGA16490,5,266,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,60,28,3,9,0,0,37,0,3,0,0,0,3,0,0,0,0,0,0,89,6,9,0,0,104,4,0,0,0,0,4,13,0,0,0,0,13,80,12,6,0,0,98,6,0,0,0,0,5,0,0,0,0,0,6,4,0,0,0,0,4,102,12,6,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,67,29,3,5,503
LGA16550,33,461,0,0,0,0,0,0,0,0,0,0,0,0,65,7,0,0,0,77,70,50,9,0,0,130,14,28,24,9,0,86,3,0,0,0,0,7,156,94,32,11,4,299,10,0,0,0,0,14,75,6,4,0,0,81,1892,117,18,0,0,2030,204,517,50,5,0,770,20,25,40,8,8,102,37,6,4,0,0,45,2234,670,109,19,6,3049,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,29,3,14,0,0,0,22,0,3,0,6,0,13,0,0,0,0,0,0,38,21,3,6,0,64,5,0,0,0,0,7,2616,891,235,75,51,3873
LGA16610,0,212,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,232,20,10,0,0,256
LGA16700,39,593,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,0,83,52,14,5,0,0,81,10,16,7,3,6,34,4,0,3,0,0,4,148,37,24,5,6,207,0,0,0,0,0,0,127,4,0,0,0,130,852,94,17,0,0,966,66,90,16,0,0,180,0,7,10,0,4,24,19,4,3,0,0,20,1069,203,47,4,5,1330,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,8,9,4,0,0,0,14,1541,367,151,50,48,2159
LGA16900,0,417,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,42,47,15,0,0,0,68,6,3,4,0,0,8,0,0,0,0,0,0,96,22,0,0,0,124,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,31,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,465,77,38,8,0,586
LGA16950,3,979,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,0,0,75,38,8,0,0,0,50,6,0,0,0,0,3,0,0,0,0,0,0,115,5,0,0,0,128,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,12,4,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,36,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,7,986,117,47,15,7,1169
LGA17000,0,140,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,162,17,3,0,0,184
LGA17040,13,203,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,9,9,5,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,23,13,12,0,0,47,0,0,0,0,0,0,5,0,0,0,0,5,23,9,7,0,0,42,20,9,4,0,0,35,4,0,0,0,0,7,0,0,0,0,0,0,53,23,8,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,234,58,42,3,19,358
LGA17080,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,11,0,4,0,97
LGA17100,19,150,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,17,9,4,5,0,0,18,4,0,3,0,5,10,0,3,0,0,0,4,20,13,11,5,8,46,3,0,0,0,0,3,53,3,0,0,0,55,470,150,107,38,14,777,58,102,55,28,10,253,0,0,14,5,6,23,14,7,3,0,0,28,609,264,174,75,25,1147,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,15,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,0,0,26,6,0,0,0,0,10,722,310,205,91,45,1375
LGA17150,3,600,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,61,99,28,5,0,0,121,8,8,4,0,0,17,4,0,0,0,0,0,169,28,10,0,0,209,6,0,0,0,0,6,26,0,0,0,0,26,723,26,0,0,0,752,79,50,4,0,0,127,0,0,3,0,0,5,15,4,0,0,0,24,846,84,6,0,0,936,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,3,3,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,21,7,0,0,0,30,4,0,0,0,0,4,1472,218,50,29,8,1779
LGA17200,9,171,4,0,0,0,0,5,37,6,4,0,0,47,534,55,6,5,0,599,332,712,97,10,4,1146,107,189,465,123,47,935,4,3,5,3,4,20,1018,971,572,140,48,2745,82,5,0,0,0,92,726,46,8,5,4,784,4540,625,295,102,46,5604,394,804,151,59,30,1435,34,36,60,21,6,157,91,37,20,4,10,157,5866,1547,535,188,94,8231,0,0,0,0,0,0,5,0,0,0,0,9,37,3,0,0,0,38,3,32,0,3,0,38,0,7,5,6,0,21,0,0,0,0,0,4,51,40,11,3,0,112,31,3,0,0,0,38,7032,2612,1153,340,161,11299
LGA17310,11,604,0,0,0,0,0,0,6,0,0,0,0,6,57,5,0,0,0,70,13,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,86,8,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,562,90,37,21,11,722
LGA17350,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27
