SA2_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
112031253,0,0,20,7,0,0,0,3,5,16,22,11,5,0,4,76,0,0,0,0,0,9,3,10,0,0,0,6,31,8,5,0,0,4,8,9,11,0,0,0,5,46,15,5,0,3,5,28,32,40,21,7,3,16,172,64,28,24,35,61,152,231,360,249,160,86,106,1537
112031254,0,0,20,3,0,0,3,3,14,17,26,10,9,3,11,103,0,0,0,0,6,3,9,9,0,0,4,5,36,8,7,3,7,7,20,16,13,7,4,7,9,115,17,10,6,15,25,41,48,54,19,13,9,25,279,93,32,25,67,80,240,284,452,223,155,92,116,1857
112031550,0,0,26,3,6,0,0,8,20,23,23,15,3,3,12,121,0,0,0,3,0,13,10,13,4,3,0,0,47,8,5,0,4,6,20,19,20,5,0,0,8,92,11,9,4,9,12,51,59,54,22,6,5,19,282,88,38,17,47,64,207,279,519,254,151,65,97,1825
112031551,3,0,4,3,0,0,0,3,0,9,3,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,14,0,4,0,3,3,9,9,11,0,0,3,3,45,16,11,4,18,16,44,59,114,69,69,40,26,470
112031552,0,0,9,0,0,0,0,0,13,14,12,4,0,0,6,46,3,0,0,0,0,9,5,0,0,0,0,0,18,0,0,3,4,6,10,7,8,3,3,0,5,47,5,0,5,8,6,30,24,24,10,8,5,6,120,25,13,9,15,17,80,116,172,76,40,22,36,628
113011256,0,0,24,5,0,0,0,7,22,21,6,0,3,4,6,78,0,0,0,3,3,0,4,5,0,0,0,3,27,5,3,4,9,6,20,14,6,3,4,0,13,75,13,7,10,12,21,55,41,30,3,3,4,20,206,78,35,33,54,111,378,399,342,97,78,48,103,1757
113011257,0,0,13,0,4,5,7,8,7,8,3,4,0,0,5,42,0,5,0,0,0,0,3,0,0,0,0,0,13,5,0,4,3,7,13,4,4,0,0,0,0,44,7,7,6,10,18,26,13,8,6,0,0,5,102,108,28,34,76,93,220,148,141,46,36,41,87,1059
113011258,0,0,9,6,0,4,0,11,20,14,7,0,0,0,9,64,0,0,0,0,9,0,8,0,0,0,0,0,13,3,0,0,7,4,12,0,4,0,0,0,3,33,6,4,4,11,24,35,20,6,0,0,0,10,121,43,18,28,55,93,251,171,166,58,41,22,62,1016
113011259,0,0,12,0,3,0,11,3,8,3,0,0,0,0,0,36,0,0,0,0,3,3,0,0,0,0,0,0,9,0,3,0,4,5,3,4,0,0,0,0,0,23,0,9,3,19,19,17,4,0,0,0,0,3,75,36,19,30,54,90,118,61,50,15,17,10,30,515
113021260,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,14,0,3,0,3,6,12,0,0,0,0,0,0,31,20,10,10,28,28,63,53,36,11,7,10,11,280
113021261,0,0,8,0,4,0,4,6,4,8,0,0,0,0,0,25,0,0,0,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,3,5,5,0,0,0,4,20,3,8,0,4,4,19,19,4,0,0,0,6,72,11,17,7,31,54,181,148,90,21,20,6,40,627
113021262,0,0,8,4,0,3,5,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,8,6,0,3,0,0,0,0,17,3,5,5,6,10,10,0,3,0,0,0,0,44,26,17,18,40,41,87,50,101,33,16,17,23,469
113031263,0,0,12,0,0,0,5,3,10,3,0,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,9,0,5,0,5,0,3,0,0,0,0,0,0,27,3,5,7,10,11,23,6,8,0,0,0,4,68,30,21,20,57,87,177,104,69,16,22,12,40,652
113031264,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,11,0,0,4,0,3,7,10,0,0,4,0,3,35,24,7,13,25,30,73,59,39,9,17,7,17,314
113031265,0,0,5,0,0,0,0,3,13,0,6,0,0,0,0,35,0,0,0,3,0,3,0,0,0,0,0,4,6,4,0,0,4,3,6,7,0,0,0,0,0,21,3,0,0,3,10,29,7,6,0,0,0,8,67,36,17,15,43,43,142,94,81,13,19,21,22,540
113031266,0,0,9,0,0,0,3,3,3,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,6,0,0,0,0,0,0,20,0,6,5,9,8,16,5,5,0,0,0,7,58,29,28,15,38,69,106,87,55,17,12,11,44,524
113031267,0,4,31,7,7,3,0,20,33,26,11,4,0,0,8,111,4,0,3,0,4,8,9,11,0,0,0,0,35,3,0,0,5,12,11,9,9,0,0,0,0,54,10,6,6,10,38,73,47,32,3,9,0,15,237,55,42,26,54,118,431,413,369,160,110,85,104,1954
113031268,0,0,5,0,0,0,0,0,11,4,7,0,0,0,3,22,0,0,0,0,5,0,6,0,0,0,0,0,11,3,4,0,0,0,0,0,4,0,0,0,0,14,3,4,0,0,5,11,10,7,0,0,0,3,56,16,9,12,4,26,86,142,181,43,27,21,25,580
113031269,0,0,25,4,0,4,4,13,48,38,22,6,4,0,10,158,3,0,0,0,6,10,21,9,3,0,3,3,53,8,0,3,7,17,17,25,15,6,0,0,4,100,10,3,4,17,29,89,93,39,13,13,3,16,329,75,24,27,69,126,573,607,464,161,132,71,113,2453
113031270,0,0,9,0,3,0,0,6,12,9,4,0,0,0,0,41,3,0,0,0,0,9,5,0,0,0,0,0,18,6,6,3,7,4,14,7,7,0,0,0,3,47,9,7,3,3,13,38,20,12,0,7,0,3,116,29,27,17,32,60,191,134,123,37,46,36,33,764
113031271,0,0,23,0,0,5,15,10,17,24,14,0,4,0,7,95,0,0,3,8,3,7,3,3,0,3,0,4,30,4,3,3,4,4,13,6,3,0,0,0,4,51,3,8,10,26,21,39,38,22,3,5,0,19,198,91,37,51,120,148,391,400,383,111,99,91,133,2046
114011272,0,0,9,0,0,0,0,0,3,7,0,9,5,0,0,34,0,0,0,0,0,0,0,5,0,0,0,0,15,0,3,0,0,0,3,5,0,0,0,0,5,29,4,3,0,0,6,9,18,9,10,17,3,14,88,38,15,12,19,30,75,113,177,125,121,107,41,870
114011273,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,11,4,0,0,3,0,12,0,9,0,3,0,3,37,18,3,3,7,6,52,46,65,40,26,10,22,302
114011274,0,0,3,0,0,0,0,0,6,5,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,0,0,0,3,20,0,4,3,0,0,9,8,6,0,3,0,5,43,21,8,8,15,22,61,91,113,41,25,17,26,437
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,12
114011276,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,3,16,3,3,0,0,0,8,6,3,3,3,0,5,38,30,10,0,8,20,45,48,87,64,47,24,25,409
114011277,0,0,17,0,0,0,3,5,18,29,21,10,9,0,3,97,5,0,0,0,4,11,3,7,5,0,0,0,33,9,5,0,5,3,21,9,11,5,3,0,0,79,11,7,0,7,11,53,51,39,16,16,4,6,231,87,34,20,48,86,243,284,400,158,145,73,77,1653
114011278,0,7,31,0,0,0,3,10,28,25,29,8,8,8,4,126,0,0,0,0,4,9,16,10,4,4,0,3,45,3,10,5,4,12,20,23,9,3,3,0,5,91,3,10,6,7,26,62,66,58,13,16,8,21,293,67,44,23,69,99,283,358,512,193,125,75,106,1959
114011279,0,0,15,0,0,0,5,13,15,23,18,3,6,0,3,87,3,0,0,4,0,4,11,5,4,0,0,0,28,6,4,3,5,5,20,14,14,0,0,5,12,96,11,3,8,7,20,50,57,39,8,5,6,11,226,76,33,46,43,99,238,293,340,117,66,33,74,1460
114011280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,4,0,0,0,0,13,3,0,6,0,0,0,4,5,0,0,0,7,31,22,5,7,14,19,59,55,64,19,22,11,11,321
114011281,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,3,0,0,3,0,0,0,0,19,0,4,0,0,3,0,3,11,0,0,0,7,34,24,11,7,7,17,55,61,101,64,59,37,30,481
114011282,0,0,25,6,3,0,0,9,13,10,20,5,6,3,6,76,4,4,0,0,0,8,3,3,0,0,0,3,23,9,0,0,0,6,13,6,3,4,0,0,7,48,10,4,3,6,16,41,30,35,9,6,3,12,168,88,41,32,46,76,235,214,316,159,105,64,83,1451
114011283,0,0,4,0,0,0,0,0,6,8,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,5,0,0,0,0,20,0,0,0,3,7,9,9,11,3,3,0,4,50,30,9,5,23,25,84,92,82,40,40,25,37,490
114021284,0,0,20,3,0,0,3,0,5,4,3,4,3,5,0,32,0,0,0,0,3,3,3,8,0,4,0,0,21,0,0,0,4,0,6,4,7,5,4,0,8,36,0,0,0,5,5,20,15,18,7,10,12,12,103,63,16,13,31,32,102,106,195,140,206,238,75,1212
114021285,3,3,12,0,0,0,0,3,8,10,9,7,8,3,5,58,0,0,0,0,5,0,0,4,3,0,0,0,14,3,0,0,3,0,5,7,9,8,0,0,4,44,0,0,0,7,6,17,28,23,11,6,9,15,120,27,11,19,21,34,98,160,308,161,112,61,75,1087
114021286,0,0,12,3,0,0,0,0,7,3,15,7,5,5,0,49,0,0,0,5,0,6,3,3,3,3,0,0,23,0,3,0,0,4,10,6,12,3,0,0,7,43,5,3,3,5,5,17,21,31,19,8,5,10,128,42,18,14,15,29,103,129,289,220,153,97,54,1158
114021287,0,0,19,5,0,0,0,0,0,8,12,7,0,0,0,35,0,0,0,0,0,0,7,9,0,0,0,0,28,3,5,0,5,3,14,11,7,0,0,0,5,55,9,3,0,4,6,22,29,25,9,8,3,7,141,55,23,11,17,39,120,159,301,181,121,95,56,1163
114021288,0,0,4,0,0,0,0,0,0,3,3,0,5,3,4,14,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,11,7,9,5,4,3,44,18,8,5,12,11,34,51,82,42,61,59,16,398
114021289,0,0,8,0,0,0,0,0,8,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,10,5,4,0,3,6,3,30,4,0,0,0,0,16,7,10,3,11,5,10,68,39,12,10,20,31,73,73,136,87,97,129,65,774
115011290,0,5,24,0,0,0,3,3,7,9,24,13,19,10,4,97,3,0,0,6,6,5,9,16,3,6,4,3,69,3,3,0,3,4,12,18,13,16,9,4,8,90,15,7,3,6,13,26,39,59,35,32,25,19,277,131,43,16,45,61,174,215,552,470,684,691,213,3290
115011291,4,0,14,9,0,0,0,3,7,4,8,7,8,9,8,60,5,0,0,0,3,3,7,12,8,13,16,5,70,8,0,4,0,0,7,7,13,6,9,12,5,71,17,5,6,0,7,10,21,40,19,31,39,16,215,159,23,28,48,68,165,174,351,311,582,867,228,2999
115011294,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,11,4,0,0,4,0,0,0,4,3,0,4,4,18,4,0,0,3,0,4,0,6,0,0,7,0,23,4,0,0,5,0,5,0,12,4,5,14,4,52,45,7,9,14,15,39,33,85,62,149,278,50,791
115011296,6,0,10,3,0,3,0,0,3,3,3,0,3,12,0,31,7,0,0,0,0,4,3,4,0,0,3,0,21,0,0,0,0,0,3,0,8,3,3,9,0,33,11,0,3,5,0,9,5,15,8,13,22,4,97,120,23,15,25,24,86,67,172,144,281,589,105,1656
115011553,0,0,5,4,0,0,0,0,3,3,11,0,7,7,0,29,0,0,0,0,0,0,4,5,3,0,5,0,20,5,0,0,0,3,3,7,8,0,0,9,0,33,5,0,0,4,3,4,11,21,7,7,17,0,84,34,10,4,10,16,41,69,127,89,218,194,50,860
115011554,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,6,4,0,0,3,0,0,12,0,0,0,0,0,3,5,3,0,10,6,0,33,32,14,3,5,19,29,33,71,44,87,200,40,588
115011555,5,0,16,3,0,0,0,0,0,0,5,0,5,11,0,26,0,0,0,0,3,0,3,0,3,0,5,9,22,0,0,0,0,0,8,0,8,7,3,3,0,30,7,0,0,3,4,11,9,10,13,10,25,8,93,89,13,12,28,24,80,79,174,139,283,513,110,1545
115011556,4,0,9,0,0,0,0,0,6,3,5,5,8,5,3,35,0,0,0,0,0,3,0,0,0,3,0,6,23,0,0,0,0,0,4,3,7,3,0,3,4,35,9,0,0,5,4,12,9,20,7,16,16,10,99,72,21,5,16,28,53,76,131,114,242,361,99,1213
115011557,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,3,0,3,0,0,16,0,0,0,0,0,0,0,10,3,3,3,3,22,0,0,0,0,0,5,4,15,7,6,15,6,57,53,14,12,3,21,30,46,90,74,127,244,60,774
115011558,5,0,17,3,0,0,0,0,0,4,9,0,11,15,5,44,3,0,0,0,5,0,0,10,9,12,13,3,53,7,0,0,6,3,5,6,6,5,9,10,6,59,16,0,3,5,6,12,9,23,13,33,33,9,170,163,28,29,44,40,132,138,293,257,495,767,163,2557
115011621,0,0,19,6,0,0,0,0,0,5,14,13,14,11,5,59,0,0,3,0,6,12,13,7,6,3,10,7,63,9,0,0,0,10,5,3,20,18,10,10,0,77,7,0,8,0,15,14,20,43,29,30,26,13,216,101,29,23,32,70,152,169,367,361,625,668,197,2791
115011622,3,0,6,0,0,0,0,0,0,5,3,4,8,3,3,26,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,5,0,5,0,4,7,0,26,5,0,3,0,0,4,5,14,5,18,17,4,80,59,9,8,8,10,52,77,190,199,364,597,126,1701
115021297,4,0,29,9,0,0,3,3,0,7,6,10,13,27,7,86,6,0,0,0,0,5,3,6,7,9,12,0,49,11,4,0,7,3,3,9,13,0,9,12,7,85,23,4,5,4,3,12,25,35,16,35,60,19,244,166,36,20,39,52,139,155,306,244,494,911,231,2786
115021298,0,0,3,0,0,0,0,0,3,0,0,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,5,3,9,4,0,0,0,0,0,4,6,3,0,4,4,20,4,0,0,0,0,6,3,3,5,3,17,5,51,33,0,7,10,12,34,47,86,54,108,174,48,615
115031299,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,3,0,3,0,0,9,3,0,0,0,0,3,5,11,0,3,0,6,31,14,3,3,16,6,36,44,81,47,64,44,25,394
115031300,9,3,37,0,5,0,7,0,9,18,25,16,15,8,12,108,0,0,5,5,0,6,4,16,7,3,5,0,50,7,5,3,7,6,8,23,16,10,11,10,8,109,12,10,5,19,7,30,49,57,35,33,23,24,298,128,42,35,67,72,230,346,660,553,590,455,251,3429
115041301,0,0,9,3,0,0,0,4,3,0,12,13,9,12,5,57,0,0,0,0,0,7,4,3,3,0,0,0,16,3,0,0,0,5,7,7,5,3,7,0,7,45,8,0,0,0,9,18,9,17,19,21,18,15,132,55,12,10,23,34,102,107,208,228,318,292,112,1500
115041623,0,0,7,0,0,0,0,0,4,0,13,4,15,0,6,42,0,0,0,0,0,0,3,8,5,4,3,0,16,6,0,0,0,0,0,3,3,7,4,3,8,34,6,0,0,0,0,8,12,18,17,22,16,10,108,26,5,5,11,10,33,76,201,455,720,365,116,2026
115041624,4,6,28,0,0,0,0,0,5,6,17,5,18,12,7,70,0,0,0,0,0,4,3,3,6,5,4,4,31,0,0,0,0,0,4,4,4,3,5,15,4,48,8,0,0,0,4,18,9,27,12,29,36,18,165,66,16,15,15,13,75,119,284,360,839,919,183,2894
115041625,0,0,19,0,0,0,0,0,8,4,11,13,19,12,8,81,0,0,0,0,0,0,6,8,8,8,0,0,30,4,0,0,4,3,11,7,15,7,9,3,9,79,10,3,0,5,8,22,25,34,27,41,21,20,208,103,26,14,31,44,152,185,405,396,739,612,177,2880
116011303,0,0,10,0,0,0,0,0,8,8,21,4,0,4,3,50,0,0,0,0,9,7,0,9,0,3,0,0,26,6,0,0,0,5,5,3,13,10,4,0,7,61,11,0,8,4,8,21,13,41,10,8,4,13,143,68,14,19,28,31,152,203,380,246,186,67,101,1490
116011304,0,0,20,0,0,0,0,0,5,9,22,14,11,4,6,71,0,0,0,0,0,6,11,12,0,6,3,0,34,10,3,0,4,3,7,13,16,16,9,5,4,83,12,5,3,9,7,24,31,47,32,23,9,7,215,70,12,13,39,52,154,214,495,473,345,138,160,2172
116011306,0,0,23,0,0,0,3,0,5,11,27,10,7,0,5,78,0,0,0,0,0,9,7,6,4,9,0,0,40,4,3,3,3,8,18,14,20,12,12,3,14,119,12,5,3,10,11,35,31,51,33,33,5,23,251,114,25,33,41,65,211,278,671,525,450,197,219,2834
116011307,0,0,24,3,3,0,0,3,9,18,38,24,16,9,0,115,5,0,0,0,0,9,11,10,5,6,0,3,54,6,0,6,3,3,24,18,21,15,14,6,10,129,19,4,3,5,9,41,45,73,49,42,20,18,325,118,36,36,55,75,237,299,635,580,625,263,175,3140
116011560,5,0,16,5,0,0,0,0,7,13,9,0,4,3,0,44,0,0,0,0,0,4,3,9,5,0,0,0,30,0,0,0,0,3,10,6,8,4,0,0,3,52,6,0,0,4,12,17,30,30,8,9,9,8,130,57,13,15,29,25,121,180,315,219,169,80,101,1316
116011561,0,0,13,3,0,0,0,3,6,5,12,9,3,3,8,59,0,0,0,0,3,4,9,14,0,0,4,0,35,3,0,0,3,5,12,12,20,9,4,4,7,82,7,0,3,7,9,25,35,49,14,13,6,17,185,60,20,23,25,41,143,203,476,309,205,96,105,1700
116011626,0,0,14,0,0,0,0,0,3,6,14,3,4,0,8,51,0,0,0,5,0,0,8,6,4,0,7,0,33,7,0,0,0,0,10,18,9,7,6,3,6,69,10,0,5,6,0,13,31,39,21,20,8,18,166,66,6,19,43,23,146,175,443,314,266,125,118,1753
116011627,0,0,8,0,0,0,0,5,5,6,5,7,4,0,3,37,3,0,4,0,0,5,3,5,0,0,0,0,27,3,0,0,0,0,4,5,11,0,4,0,5,46,8,0,4,0,7,15,19,22,5,11,3,11,114,47,11,13,18,19,97,151,365,248,189,98,95,1349
116021309,3,6,23,5,0,0,3,4,0,3,6,9,6,4,7,49,3,0,0,0,3,13,3,9,0,7,8,4,52,4,0,0,0,0,10,3,14,8,7,7,6,72,10,3,0,3,5,22,12,38,20,27,19,20,190,117,32,22,31,62,152,166,393,343,582,418,182,2502
116021562,0,0,9,0,0,0,0,0,0,0,3,3,6,7,0,17,0,0,0,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,3,5,6,0,3,0,0,24,5,0,0,0,0,8,8,18,3,10,4,0,57,21,10,5,4,13,53,48,126,128,131,79,36,657
116021563,0,0,22,8,0,0,0,3,5,18,23,16,11,9,3,91,0,3,3,0,4,8,5,9,3,10,0,0,55,7,4,3,4,3,18,19,26,14,6,3,10,110,13,9,3,4,15,26,45,61,38,28,13,11,273,126,37,26,50,67,232,338,772,731,627,246,216,3465
116021628,3,0,17,3,0,0,0,0,12,9,22,10,14,15,14,91,0,0,0,0,3,0,6,5,3,3,0,0,24,4,3,4,0,3,4,5,14,7,14,11,3,71,10,3,4,6,3,18,21,44,28,30,26,13,207,107,16,19,26,51,156,226,540,541,919,688,245,3543
116021629,0,0,9,0,0,0,0,0,0,3,9,10,9,5,0,44,5,0,0,0,0,0,0,5,0,7,0,0,20,0,0,0,0,0,0,6,10,5,12,0,6,44,0,0,0,0,0,4,9,25,24,35,7,9,120,50,7,7,7,15,39,91,401,937,1031,325,194,3103
116021630,0,0,8,6,0,0,0,0,0,3,20,16,3,0,9,63,0,0,0,0,0,0,3,4,4,0,0,0,25,5,0,0,0,0,11,6,4,7,5,4,9,58,14,8,0,0,0,16,12,38,36,10,3,16,155,44,9,9,17,21,70,92,353,633,459,141,139,1978
116021631,0,0,14,0,0,0,0,0,5,4,12,10,6,7,0,38,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,8,5,0,7,5,5,28,3,0,0,0,0,9,4,19,18,15,8,0,86,34,5,6,7,16,48,59,234,433,610,290,106,1853
116021632,0,0,10,0,0,0,0,0,4,11,22,19,21,8,5,92,0,0,0,0,0,3,4,4,9,5,5,4,35,0,0,0,0,0,5,5,9,19,20,3,12,72,0,0,0,0,0,9,20,41,51,49,15,14,210,87,15,13,9,21,57,138,656,943,1291,501,241,3965
116021633,0,0,16,0,0,4,0,0,4,8,7,6,9,7,6,54,0,0,0,0,0,0,6,3,7,8,0,0,33,0,0,0,0,0,4,0,12,4,5,0,0,46,6,0,0,0,5,12,15,33,20,27,9,12,141,65,13,20,18,28,84,119,307,321,547,276,168,1977
116031313,0,0,15,3,0,0,3,0,15,8,8,8,0,5,6,64,0,0,0,0,3,9,5,5,0,0,0,5,31,7,0,6,8,5,18,21,14,8,6,3,7,98,13,6,3,15,13,48,40,29,24,8,7,13,213,56,17,13,42,46,199,263,335,137,77,31,91,1312
116031314,0,0,7,0,0,0,0,0,0,6,15,9,0,0,4,41,0,0,3,3,0,0,8,3,5,4,0,3,23,5,0,0,0,0,6,7,6,9,0,0,9,52,8,0,3,0,5,10,23,29,19,5,6,13,124,42,7,10,18,30,106,143,324,258,119,37,83,1178
116031315,0,0,30,9,0,4,3,6,15,21,34,15,14,3,10,125,0,0,0,0,5,0,8,13,7,4,0,6,48,4,4,4,9,13,16,35,22,13,4,6,10,137,12,4,5,10,27,36,61,80,44,26,16,23,338,122,29,37,52,82,280,368,768,521,370,152,200,2972
116031316,4,4,21,7,0,0,4,3,11,23,24,15,4,0,6,104,8,0,0,0,0,7,7,9,6,0,0,4,36,7,0,0,8,5,15,26,14,8,3,3,6,93,19,3,0,12,11,34,56,48,30,15,9,17,247,65,13,17,34,47,169,308,600,358,198,85,121,2023
116031317,0,0,29,0,5,0,0,5,18,8,17,12,8,4,3,80,0,0,0,0,0,6,6,3,7,0,0,3,32,7,4,4,3,11,16,18,13,7,3,5,11,95,12,8,4,7,13,45,42,50,22,15,9,17,238,74,26,14,40,69,213,334,458,197,143,85,125,1764
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,9,0,26,3,0,0,3,8,6,18,26,13,10,4,9,98,4,0,0,0,0,9,9,6,8,7,0,7,48,17,0,0,5,12,17,21,23,20,17,5,5,138,24,4,5,8,19,31,53,66,34,33,15,21,312,118,22,22,38,71,214,321,749,470,362,152,187,2712
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,8,15,6,0,40
117011321,0,0,14,4,0,4,0,0,3,8,12,15,14,19,5,86,0,0,0,0,7,5,6,6,7,9,5,0,34,7,0,0,4,4,0,12,12,7,8,4,9,57,11,4,4,4,5,16,21,33,27,30,25,12,193,59,11,13,14,23,71,101,265,254,351,403,108,1668
117011323,0,0,4,0,0,0,4,0,4,0,9,7,6,10,4,56,0,0,0,0,3,0,0,6,6,3,3,3,32,5,0,0,0,3,4,0,5,4,9,9,9,42,3,0,3,4,5,16,10,20,15,18,19,13,135,43,7,10,22,13,58,82,194,177,211,279,83,1181
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011634,0,0,0,3,0,0,0,0,0,0,5,4,7,4,4,28,0,0,0,0,0,3,0,4,3,0,4,3,23,0,0,0,0,3,3,4,5,0,3,6,0,29,6,3,0,0,3,11,14,10,10,9,11,9,80,38,11,4,15,16,56,52,109,74,115,148,55,693
117011635,0,0,6,0,0,0,0,0,0,9,9,5,18,5,7,51,4,0,0,0,0,5,4,5,0,0,3,0,22,4,0,0,0,0,9,9,16,8,6,8,8,67,8,3,0,7,3,9,19,24,18,31,17,12,146,46,10,5,19,24,80,117,243,255,371,309,101,1577
