UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL121038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,7,5,0,0,0,0,8,0,7,0,0,0,0,8,3,10,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,20,21,8,0,5,0,52
UCL121039,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,6,0,0,0,17,7,0,0,0,0,0,10,3,15,0,0,0,0,20,3,4,0,0,0,0,10,21,37,9,5,4,0,81
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,0,7,4,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,16,0,5,0,0,0,0,8,0,3,0,3,0,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,10,22,35,19,4,0,0,84
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,3,0,4,0,0,14,10,4,0,0,0,0,18,8,0,0,0,0,0,4,6,10,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,33,19,12,9,3,0,72
UCL121042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,5,17,9,4,0,0,0,31
UCL121043,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0,9,0,5,0,0,0,0,5,0,6,0,0,0,0,5,3,8,0,0,0,0,5,0,11,5,0,0,0,24,0,4,0,0,0,0,10,0,5,0,0,0,0,4,0,4,3,0,0,0,6,12,54,22,5,11,0,102
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,6,0,0,0,5,4,0,0,0,0,0,10,3,0,0,0,0,0,7,0,10,4,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,10,3,5,0,61
UCL121045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,3,0,9,0,3,0,0,0,0,4,4,0,3,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,8,5,6,0,54
UCL121046,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,3,4,0,0,3,0,0,4,6,3,0,0,0,0,9,3,7,0,0,0,0,13,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,13,0,0,3,0,16,4,18,3,0,0,0,23,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,25,53,8,7,10,0,99
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,11,5,0,0,0,11,0,5,0,0,4,0,11,0,7,0,0,0,0,8,0,12,0,0,0,0,10,4,4,0,0,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,30,52,10,4,0,0,91
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,6,0,0,0,0,5,5,4,0,0,0,0,5,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,3,27,28,12,4,5,0,68
UCL121049,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,0,0,0,0,4,0,11,0,0,0,0,11,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,32,14,3,5,0,69
UCL121050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,21
UCL121051,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,5,4,0,0,0,0,0,8,7,6,0,0,0,0,13,5,4,0,3,0,0,14,3,0,0,0,0,0,5,0,4,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,23,24,6,6,3,0,72
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,4,6,0,0,0,0,0,4,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,15,4,0,0,0,45
UCL121053,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,10,3,0,0,0,13,0,4,0,0,0,0,5,0,3,0,0,0,0,6,0,5,0,0,0,0,4,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,33,3,4,0,0,60
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4,0,0,0,5,0,0,4,0,0,0,7,3,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,10,0,0,0,0,0,0,4,3,3,3,0,0,0,14,4,9,4,0,0,0,21,3,13,0,0,0,0,15,0,6,0,0,0,0,9,0,3,0,0,0,0,7,32,50,33,0,5,0,125
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,9,0,0,0,0,0,0,6,4,3,0,0,0,0,7,4,4,0,0,0,0,11,5,4,0,0,0,0,3,0,10,0,0,0,0,14,0,3,0,0,0,0,4,4,3,0,0,0,0,0,0,5,0,0,0,0,5,5,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,52,10,4,7,0,99
UCL121056,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,7,3,0,4,3,0,0,11,3,0,4,0,0,0,11,3,11,0,0,0,0,17,7,5,3,0,5,0,17,4,5,4,0,0,0,15,3,3,5,0,0,0,9,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,21,10,13,0,118
UCL121057,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,3,0,5,0,3,0,6,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,3,4,0,0,0,17,0,6,0,0,0,0,7,9,3,7,3,0,0,17,0,6,0,0,0,0,10,0,6,0,4,0,0,10,0,3,0,0,0,0,10,0,4,0,0,0,0,11,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,10,30,47,30,11,3,5,116
UCL121058,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,3,0,3,0,0,0,15,4,6,3,0,0,0,13,3,3,9,0,0,0,14,7,6,4,0,0,0,11,5,12,5,0,0,0,24,0,9,3,0,0,0,13,8,14,13,0,0,0,33,4,8,3,0,0,0,16,0,3,5,0,0,0,8,3,14,7,4,0,0,27,6,24,4,3,0,0,36,0,7,0,0,0,0,7,0,7,0,0,0,0,6,3,9,3,0,0,0,18,59,119,71,13,4,0,268
UCL121059,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,5,3,0,0,0,0,6,4,3,0,0,0,0,12,0,3,0,5,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,10,0,10,0,0,0,0,8,4,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,8,10,6,0,77
UCL121060,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,5,4,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,4,5,4,5,0,0,0,8,5,5,0,0,0,0,8,4,6,4,0,0,0,15,0,5,0,0,0,0,7,9,11,0,0,0,0,20,3,6,3,0,0,0,9,0,3,0,0,0,0,9,0,6,4,0,0,0,5,0,0,4,0,0,0,8,6,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,8,42,59,31,7,0,0,134
UCL121061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,4,0,0,0,8,0,8,3,0,0,0,12,0,3,0,0,3,0,5,0,11,0,0,0,0,8,0,3,0,0,0,0,3,7,4,0,0,0,0,12,0,0,3,0,0,0,5,0,5,0,0,0,0,5,3,8,0,0,0,0,11,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,13,3,6,0,91
UCL121062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,7,9,0,0,0,0,0,10,5,4,0,0,0,0,13,3,0,3,0,0,0,8,5,3,4,0,0,0,12,0,7,0,0,0,0,13,5,8,0,0,0,0,18,7,9,3,0,0,0,14,7,12,8,0,0,0,24,11,19,7,0,0,0,37,6,3,0,0,0,0,12,4,3,0,0,0,0,7,0,0,3,5,3,0,9,69,73,40,6,10,0,197
UCL121063,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,5,0,0,0,36
UCL121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,0,4,3,4,0,0,0,0,10,0,0,0,0,0,0,8,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,17,7,4,7,0,57
UCL121065,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,4,0,0,0,5,3,0,7,0,0,0,14,3,7,0,0,0,0,9,0,5,0,0,0,0,9,5,7,0,0,0,0,16,0,4,0,0,0,0,4,7,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,37,14,3,6,0,101
UCL121066,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,0,4,3,0,0,0,0,0,4,7,0,0,0,0,0,4,5,0,0,0,0,0,8,0,6,0,0,0,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,4,6,5,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,24,15,3,0,0,64
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,11,4,3,0,5,0,0,11,0,5,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,25,4,9,7,0,64
UCL121068,10,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,13,5,0,5,0,0,0,10,4,7,0,0,0,0,11,6,0,0,0,0,0,8,9,6,0,0,0,0,15,7,9,0,3,0,0,21,3,3,0,0,0,0,16,4,5,7,7,0,0,18,9,5,0,0,0,0,17,9,8,4,0,3,0,18,3,5,3,0,0,0,11,0,0,5,0,0,0,10,3,10,0,0,0,0,16,5,9,6,0,0,0,20,3,3,0,0,0,0,5,0,0,0,0,0,0,4,4,4,0,0,0,0,8,96,78,33,14,14,0,229
UCL121069,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,5,5,5,0,0,0,0,6,3,3,3,3,0,0,10,0,3,0,0,0,0,7,0,0,0,0,0,0,6,4,11,4,0,0,0,18,7,17,13,0,0,0,36,0,9,3,0,0,0,11,0,4,4,0,0,0,9,0,4,0,0,0,0,5,28,77,39,0,0,0,151
UCL121070,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,0,0,3,0,5,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,5,8,3,5,0,0,0,13,0,3,4,0,0,0,13,0,3,0,0,0,0,4,0,0,0,0,0,0,0,19,24,9,3,5,0,64
UCL121071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,7,5,3,0,0,0,0,11,4,3,0,0,0,0,12,0,5,0,0,5,0,12,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,19,30,8,6,4,0,71
UCL121072,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,6,0,0,0,0,9,0,4,0,0,0,0,10,4,6,0,0,0,0,10,9,10,0,0,0,0,17,0,14,5,0,0,0,18,3,7,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,29,50,9,6,9,0,98
UCL121073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,13,6,6,0,4,0,0,11,6,8,0,0,0,0,13,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,22,24,4,8,3,0,63
UCL121074,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,3,5,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,5,11,3,0,67
UCL121075,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,6,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,18,0,0,0,61
UCL121076,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,4,0,0,0,0,9,5,0,0,0,0,0,7,4,6,5,0,0,0,14,9,10,0,0,0,0,22,6,8,0,0,0,0,12,0,11,3,0,0,0,17,3,3,0,0,0,0,10,4,7,0,0,0,0,6,0,5,0,0,0,0,7,3,15,0,0,0,0,21,4,16,0,0,0,0,22,0,4,0,0,0,0,5,7,0,0,0,0,0,8,3,4,5,0,0,0,11,55,91,17,5,8,0,172
UCL121077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,6,0,8,0,0,0,0,8,3,5,0,0,0,0,12,6,8,0,0,0,0,10,0,9,0,3,0,0,7,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,46,13,9,3,0,92
UCL121078,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,3,0,8,0,3,0,0,0,0,3,0,9,4,3,0,0,14,3,7,0,0,0,0,8,9,7,0,0,5,0,25,3,5,0,0,0,0,11,0,5,0,0,0,0,5,0,4,0,0,0,0,4,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,25,46,27,9,6,0,110
UCL121079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,4,3,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,3,0,0,0,8,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,24,21,6,0,0,75
