region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA15350,4,31,289,1282,1692,737,113,27,4175,3,23,196,349,64,0,0,9,644,3,45,160,365,96,24,3,8,704,6,68,356,714,160,24,3,17,1348,4,220,684,267,32,3,3,20,1233,16,612,1150,289,16,0,0,34,2117,25,649,890,187,8,4,3,39,1805,0,3,3,0,0,0,0,0,6,45,1484,2727,743,56,7,6,93,5161,0,0,3,3,0,0,0,3,9,3,11,21,6,4,0,3,0,48,58,1594,3396,2748,1912,768,125,140,10741
LGA15500,4,20,387,1207,629,92,12,35,2386,0,0,10,7,0,0,0,0,17,0,0,4,0,0,0,0,0,4,0,0,14,7,0,0,0,0,21,0,18,154,35,5,0,0,17,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,154,35,5,0,0,17,229,0,12,24,15,3,0,0,5,59,0,0,8,5,0,0,0,0,13,4,50,587,1269,637,92,12,57,2708
LGA15550,0,9,69,442,212,27,3,14,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,3,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,3,3,0,0,0,44,3,5,5,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,3,20,106,445,215,27,6,17,839
LGA15650,5,81,438,2393,1616,256,43,91,4923,0,16,90,57,4,0,0,9,176,0,4,23,8,3,3,0,0,41,0,20,113,65,7,3,0,9,217,3,83,147,52,11,0,3,15,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,86,147,52,11,0,3,15,317,5,20,20,5,0,0,0,8,58,0,0,17,0,0,0,0,0,17,13,207,735,2515,1634,259,46,123,5532
LGA15700,28,214,1253,3172,1454,246,52,134,6553,10,46,132,70,4,0,0,23,285,0,7,23,25,3,0,3,3,64,10,53,155,95,7,0,3,26,349,21,115,217,56,3,5,3,29,449,0,3,22,11,0,0,0,0,36,0,0,20,23,0,0,0,0,43,3,0,0,0,3,0,0,0,6,24,118,259,90,6,5,3,29,534,9,53,74,25,0,0,3,17,181,0,0,0,0,0,0,0,0,0,71,438,1741,3382,1467,251,61,206,7617
LGA15750,6,81,501,2152,1166,199,51,119,4275,0,6,16,6,0,0,0,0,28,0,0,3,0,4,0,0,0,7,0,6,19,6,4,0,0,0,35,4,91,245,22,4,0,0,16,382,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,4,94,251,22,4,0,0,16,391,3,21,18,4,5,0,4,16,71,6,0,0,5,0,0,0,0,11,19,202,789,2189,1179,199,55,151,4783
LGA15800,7,36,327,1019,528,105,22,52,2096,0,0,15,9,0,0,0,3,27,0,0,3,0,0,0,3,0,6,0,0,18,9,0,0,3,3,33,0,22,53,7,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,22,53,7,0,0,0,6,88,0,5,3,0,0,0,0,14,22,0,0,0,0,5,0,0,0,5,7,63,401,1035,533,105,25,75,2244
LGA15850,9,48,273,1093,675,114,20,60,2292,0,3,25,16,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,25,16,0,0,0,0,44,0,24,42,7,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,9,0,27,45,7,0,3,0,0,82,0,8,7,3,3,0,4,5,30,0,0,0,0,0,0,3,0,3,9,86,350,1119,678,117,27,65,2451
LGA15900,55,525,8394,22456,8880,1616,415,646,42987,46,521,1989,896,72,15,6,115,3660,14,241,1303,1551,154,35,15,84,3397,60,762,3292,2447,226,50,21,199,7057,112,1594,2109,650,39,5,22,210,4741,36,338,1148,266,8,3,3,108,1910,19,203,703,412,21,3,3,23,1387,3,38,24,11,3,3,3,0,85,170,2173,3984,1339,71,14,31,341,8123,14,30,89,41,14,3,3,5,199,4,30,24,9,8,0,4,6,85,303,3520,15783,26292,9199,1683,474,1197,58451
LGA15950,19,101,672,1660,1082,315,60,29,3938,0,62,513,571,89,9,6,12,1262,18,206,769,1552,270,48,7,34,2904,18,268,1282,2123,359,57,13,46,4166,53,715,1729,645,45,11,6,103,3307,136,1615,3334,899,44,0,4,51,6083,496,3189,5062,1787,60,4,5,160,10763,0,8,4,7,3,0,0,0,22,685,5527,10129,3338,152,15,15,314,20175,4,56,26,11,0,0,0,3,100,0,10,15,12,3,0,0,10,50,726,5962,12124,7144,1596,387,88,402,28429
LGA16100,7,35,194,864,551,91,16,34,1792,0,5,11,12,0,0,0,3,31,0,0,0,3,0,0,0,0,3,0,5,11,15,0,0,0,3,34,0,10,13,8,0,0,0,0,31,0,5,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,8,0,0,0,0,42,4,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,68,224,887,551,91,16,37,1885
LGA16150,11,92,1072,6126,3727,618,119,214,11979,4,83,547,222,18,4,0,41,919,0,24,23,8,0,0,0,3,58,4,107,570,230,18,4,0,44,977,17,257,361,63,3,3,12,28,744,0,0,22,4,0,0,0,0,26,0,12,9,0,0,0,0,0,21,0,5,6,0,0,0,0,0,11,17,274,398,67,3,3,12,28,802,7,35,18,8,3,0,0,27,98,0,0,3,0,3,0,3,0,9,39,508,2061,6431,3754,625,134,313,13865
LGA16180,27,129,532,1599,1723,444,105,41,4600,3,3,24,18,3,0,0,7,58,0,3,0,11,0,0,0,0,14,3,6,24,29,3,0,0,7,72,0,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,4,11,3,0,0,0,0,18,0,48,44,40,0,3,0,19,154,0,0,0,0,4,0,0,0,4,30,187,611,1671,1730,447,105,67,4848
LGA16200,8,95,661,2370,1427,265,52,95,4973,0,14,108,41,4,0,3,8,178,0,3,0,3,0,0,0,0,6,0,17,108,44,4,0,3,8,184,0,51,87,15,4,0,0,14,171,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,3,60,90,18,4,0,0,14,189,10,8,12,3,8,0,0,9,50,0,0,0,3,3,0,3,0,9,21,180,871,2438,1446,265,58,126,5405
LGA16250,83,323,3747,15179,7707,1885,439,565,29928,114,359,922,1449,164,10,7,84,3109,23,167,890,2497,753,68,15,61,4474,137,526,1812,3946,917,78,22,145,7583,173,995,3423,1013,93,7,3,217,5924,64,451,5976,1236,30,0,9,168,7934,132,659,3548,538,17,3,3,152,5052,4,29,12,14,6,0,0,5,70,373,2134,12959,2801,146,10,15,542,18980,4,20,45,29,8,3,0,4,113,3,17,30,33,3,4,3,7,100,600,3020,18593,21988,8781,1980,479,1263,56704
LGA16350,63,336,1898,24854,16482,3352,741,684,48410,22,188,658,1608,158,24,12,59,2729,0,121,553,2596,296,49,14,71,3700,22,309,1211,4204,454,73,26,130,6429,71,216,757,430,153,36,9,97,1769,5,126,1486,85,6,4,5,54,1771,4,32,344,56,19,4,0,9,468,4,60,33,66,51,11,5,5,235,84,434,2620,637,229,55,19,165,4243,8,69,81,40,11,4,0,14,227,0,35,26,8,5,0,0,9,83,177,1183,5836,29743,17181,3484,786,1002,59392
LGA16370,25,259,1328,5608,5344,1568,345,155,14632,3,92,162,244,83,17,6,31,638,7,73,302,843,219,55,8,22,1529,10,165,464,1087,302,72,14,53,2167,24,280,632,285,13,6,0,48,1288,5,160,729,273,8,3,0,26,1204,0,32,143,36,0,0,0,4,215,9,54,25,17,3,0,0,8,116,38,526,1529,611,24,9,0,86,2823,11,34,62,22,9,3,0,4,145,0,5,0,0,3,0,0,0,8,84,989,3383,7328,5682,1652,359,298,19775
LGA16380,42,276,2428,10946,6632,1161,212,291,21988,11,98,1223,993,39,3,3,81,2451,6,193,261,345,63,11,0,18,897,17,291,1484,1338,102,14,3,99,3348,3,295,920,226,16,3,3,117,1583,0,23,430,72,0,3,0,18,546,4,35,435,247,8,0,3,14,746,3,10,14,6,0,3,0,0,36,10,363,1799,551,24,9,6,149,2911,36,249,390,70,17,5,0,29,796,0,3,6,5,0,0,0,4,18,105,1182,6107,12910,6775,1189,221,572,29061
LGA16400,20,275,2130,8790,6887,1129,210,311,19752,3,71,678,583,119,6,3,44,1507,3,32,201,695,142,4,4,11,1092,6,103,879,1278,261,10,7,55,2599,3,149,321,235,42,5,0,25,780,0,9,84,45,3,0,0,3,144,0,5,79,48,8,5,0,4,149,3,8,5,3,3,0,0,0,22,6,171,489,331,56,10,0,32,1095,34,198,187,48,18,0,0,31,516,0,3,9,3,0,0,0,0,15,66,750,3694,10450,7222,1149,217,429,23977
LGA16470,8,63,582,3906,3854,769,183,123,9488,8,96,728,525,42,0,3,28,1430,0,13,379,300,24,4,3,5,728,8,109,1107,825,66,4,6,33,2158,27,454,599,65,7,0,0,44,1196,5,194,563,6,4,0,0,17,789,0,78,245,37,0,0,0,6,366,0,10,9,7,4,0,0,0,30,32,736,1416,115,15,0,0,67,2381,11,13,12,11,9,3,3,11,73,0,4,3,4,0,0,0,0,11,59,925,3120,4861,3944,776,192,234,14111
LGA16550,35,189,1617,5977,4563,1496,433,239,14549,34,120,1270,1691,436,70,16,72,3709,31,149,774,1906,623,119,29,69,3700,65,269,2044,3597,1059,189,45,141,7409,168,979,2597,835,99,11,7,111,4807,123,1889,6798,1530,71,69,13,255,10748,160,1846,6025,1417,71,6,9,185,9719,3,30,28,6,3,0,0,0,70,454,4744,15448,3788,244,86,29,551,25344,4,46,71,61,11,3,3,3,202,0,12,26,14,4,0,0,3,59,558,5260,19206,13437,5881,1774,510,937,47563
LGA16610,25,133,1015,3636,1866,284,52,133,7144,4,33,151,152,16,0,0,8,364,0,11,48,33,6,0,0,3,101,4,44,199,185,22,0,0,11,465,4,98,388,115,10,3,3,24,645,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,4,98,393,118,13,3,3,24,656,23,66,50,31,8,5,0,10,193,0,0,3,0,0,0,0,0,3,56,341,1660,3970,1909,292,55,178,8461
LGA16650,26,178,2788,8531,3837,1077,239,331,17007,12,126,1330,1353,101,14,3,50,2989,4,41,173,781,321,47,10,19,1396,16,167,1503,2134,422,61,13,69,4385,27,302,1273,274,18,3,3,66,1966,46,457,4613,514,14,0,4,164,5812,38,457,3594,628,22,3,5,83,4830,7,22,33,7,11,0,0,4,84,118,1238,9513,1423,65,6,12,317,12692,3,79,108,43,13,3,0,22,271,0,9,27,11,4,3,0,0,54,163,1671,13939,12142,4341,1150,264,739,34409
LGA16700,30,125,2131,8997,6144,1776,408,272,19883,20,134,717,1560,148,22,0,45,2646,10,154,1369,1143,302,16,9,40,3043,30,288,2086,2703,450,38,9,85,5689,32,682,1224,317,27,6,12,85,2385,61,1166,4026,292,10,0,5,90,5650,27,776,2605,466,20,4,4,58,3960,3,8,9,3,3,0,0,0,26,123,2632,7864,1078,60,10,21,233,12021,4,12,20,13,7,0,0,3,59,0,4,5,11,0,3,0,3,26,187,3061,12106,12802,6661,1827,438,596,37678
LGA16900,15,122,865,9366,6561,1137,147,248,18461,0,92,762,589,41,0,0,42,1526,3,19,425,443,53,9,3,12,967,3,111,1187,1032,94,9,3,54,2493,8,191,543,239,24,4,3,30,1042,0,23,51,10,0,0,0,3,87,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,18,11,217,597,252,27,4,3,36,1147,13,77,195,21,5,0,3,19,333,0,0,3,0,0,0,0,0,3,42,527,2847,10671,6687,1150,156,357,22437
LGA16950,64,512,3959,14982,9772,1690,339,527,31845,8,125,719,530,74,6,5,49,1516,0,11,122,162,23,3,0,10,331,8,136,841,692,97,9,5,59,1847,14,305,844,191,15,3,3,62,1437,0,0,8,10,3,0,0,0,21,0,5,0,0,0,0,0,0,5,3,23,15,7,3,3,0,4,58,17,333,867,208,21,6,3,66,1521,46,193,274,71,13,3,5,53,658,0,7,22,20,9,0,0,5,63,135,1181,5963,15973,9912,1708,352,710,35934
LGA17000,13,72,543,2964,2700,435,84,73,6884,0,10,105,169,18,5,0,0,307,0,5,47,28,13,3,0,0,96,0,15,152,197,31,8,0,0,403,3,64,218,47,5,0,0,11,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,67,218,47,8,0,0,11,354,16,61,20,11,0,0,0,5,113,0,0,3,0,0,0,0,0,3,32,215,936,3219,2739,443,84,89,7757
LGA17050,10,54,224,810,481,110,61,28,1778,0,5,38,57,42,10,0,0,152,0,10,30,44,7,0,0,3,94,0,15,68,101,49,10,0,3,246,3,11,72,61,15,3,10,3,178,3,4,14,7,3,0,3,3,37,0,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,18,89,68,18,3,16,6,224,3,9,13,4,3,0,0,22,54,0,13,5,6,0,0,3,36,63,19,109,399,989,551,123,80,95,2365
LGA17100,24,47,625,1962,1660,876,278,136,5608,9,57,63,83,16,3,0,8,239,0,107,195,267,87,5,0,13,674,9,164,258,350,103,8,0,21,913,38,134,760,135,19,0,3,41,1130,7,127,1236,246,27,0,3,30,1676,23,158,1455,327,4,0,3,38,2008,0,0,0,0,0,0,0,0,0,68,419,3451,708,50,0,9,109,4814,0,9,14,15,0,0,0,0,38,0,0,4,0,0,0,3,0,7,101,639,4352,3035,1813,884,290,266,11380
LGA17150,44,399,3245,20934,19630,4858,808,471,50389,37,272,994,1558,95,14,3,66,3039,3,211,1108,3757,369,24,7,90,5569,40,483,2102,5315,464,38,10,156,8608,28,1324,1780,343,22,4,3,123,3627,11,639,5717,840,17,0,3,133,7360,46,476,3441,822,16,0,0,121,4922,10,43,23,23,11,4,4,0,118,95,2482,10961,2028,66,8,10,377,16027,29,113,100,43,7,4,0,10,306,0,3,7,4,5,0,0,0,19,208,3480,16415,28324,20172,4908,828,1014,75349
LGA17200,58,277,889,1092,469,152,48,73,3058,19,493,1744,1070,197,24,18,77,3642,139,931,3954,4451,1652,334,147,239,11847,158,1424,5698,5521,1849,358,165,316,15489,305,1249,1235,388,47,10,16,111,3361,512,2722,3341,707,68,11,11,179,7551,3063,16116,18577,3934,209,22,70,829,42820,21,31,41,12,0,0,0,6,111,3901,20118,23194,5041,324,43,97,1125,53843,18,70,81,55,11,5,3,4,247,31,114,324,27,13,0,3,23,535,4166,22003,30186,11736,2666,558,316,1541,73172
LGA17310,28,221,1719,9314,5681,986,202,336,18487,3,101,400,128,45,4,5,40,726,0,20,64,47,23,8,0,30,192,3,121,464,175,68,12,5,70,918,14,264,888,168,11,4,0,85,1434,0,11,20,3,0,0,0,3,37,0,0,16,0,0,0,0,0,16,0,11,8,4,3,0,0,0,26,14,286,932,175,14,4,0,88,1513,12,65,39,30,13,0,7,28,194,0,7,13,9,0,0,0,0,29,57,700,3167,9703,5776,1002,214,522,21141
LGA17350,4,41,308,1058,559,107,21,43,2141,0,3,7,3,0,0,0,0,13,0,0,0,3,0,0,0,0,3,0,3,7,6,0,0,0,0,16,3,48,44,16,0,0,0,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,48,47,16,0,0,0,4,118,0,5,0,3,4,0,0,0,12,3,0,0,3,0,0,0,0,6,10,97,362,1086,563,107,21,47,2293
LGA17400,12,103,469,1155,568,102,28,47,2484,0,8,8,14,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,8,8,14,0,3,0,0,33,0,19,34,9,4,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,22,37,9,4,0,0,5,77,9,34,23,7,7,0,0,3,83,0,0,3,3,0,0,3,0,9,21,167,540,1188,579,105,31,55,2686
LGA17420,34,229,1014,10901,24503,6426,1338,366,44811,3,77,416,637,86,12,4,16,1251,4,69,779,2811,656,49,13,45,4426,7,146,1195,3448,742,61,17,61,5677,0,90,392,207,22,3,0,22,736,0,21,485,275,0,3,0,6,790,0,119,704,230,5,0,4,11,1073,3,27,23,22,10,3,0,0,88,3,257,1604,734,37,9,4,39,2687,3,17,17,14,3,0,0,3,57,0,19,16,18,8,4,0,0,65,47,668,3846,15115,25293,6500,1359,469,53297
LGA17450,3,23,189,622,312,43,20,29,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,28,0,3,4,5,0,0,0,6,18,0,0,0,0,0,0,0,0,0,3,34,213,627,312,43,20,35,1287
LGA17500,7,56,480,2096,974,133,12,71,3829,10,6,17,12,0,0,0,4,49,0,11,12,3,0,0,0,0,26,10,17,29,15,0,0,0,4,75,4,43,123,9,4,0,3,5,191,0,3,3,0,0,0,0,0,6,0,5,34,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4,51,160,13,4,0,3,5,240,11,9,9,6,0,0,0,3,38,0,0,0,0,3,0,0,16,19,32,133,678,2130,981,133,15,99,4201
LGA17550,76,429,2930,10257,6463,1166,225,347,21893,13,188,1533,2084,269,29,13,119,4248,30,180,665,1118,86,8,11,71,2169,43,368,2198,3202,355,37,24,190,6417,21,339,1282,643,22,3,3,97,2410,3,73,727,286,9,0,0,31,1129,0,12,310,150,5,0,0,17,494,4,38,35,13,11,3,0,8,112,28,462,2354,1092,47,6,3,153,4145,85,503,405,64,24,3,6,68,1158,0,10,19,10,6,0,0,0,45,232,1772,7906,14625,6895,1212,258,758,33658
LGA17620,3,93,617,2279,1404,266,59,104,4825,0,13,47,33,3,0,0,10,106,0,0,0,0,0,0,0,0,0,0,13,47,33,3,0,0,10,106,3,44,85,43,0,0,3,4,182,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,5,4,0,0,0,0,0,9,3,49,95,43,0,0,3,4,197,14,33,43,8,0,3,0,5,106,0,0,0,3,0,3,0,3,9,20,188,802,2366,1407,272,62,126,5243
LGA17640,7,58,382,1220,816,134,43,46,2706,0,6,19,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,19,12,0,0,0,0,37,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,6,7,0,0,0,3,0,16,3,7,8,4,8,3,0,0,33,0,0,0,3,0,0,3,0,6,10,77,416,1239,824,137,49,46,2798
LGA17650,7,54,253,1015,555,142,37,31,2094,0,0,3,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,9,0,11,40,8,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,8,0,0,0,4,63,5,6,10,7,5,0,4,0,37,0,0,0,0,0,0,0,0,0,12,71,306,1033,560,142,41,38,2203
LGA17700,0,17,66,194,119,26,9,12,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66,194,119,26,9,12,443
LGA17750,21,97,1450,8928,6301,1131,186,298,18412,5,82,451,163,25,6,0,28,760,0,10,84,53,3,7,0,4,161,5,92,535,216,28,13,0,32,921,10,192,1661,146,3,4,3,78,2097,0,21,43,10,0,0,0,5,79,0,6,13,9,0,0,0,4,32,5,10,3,0,3,0,0,0,21,15,229,1720,165,6,4,3,87,2229,10,38,34,30,5,0,0,16,133,0,3,10,3,3,0,0,0,19,51,459,3749,9342,6343,1148,189,433,21714
LGA17800,3,19,167,704,393,57,15,26,1384,0,4,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11,0,13,50,11,0,0,0,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,11,0,0,0,5,79,4,8,4,14,0,0,0,4,34,0,0,0,4,0,0,0,0,4,7,44,228,733,393,57,15,35,1512
LGA17850,3,13,160,559,301,76,19,17,1148,0,5,7,0,3,0,0,0,15,0,0,0,0,0,0,0,3,3,0,5,7,0,3,0,0,3,18,0,14,12,3,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,0,0,0,3,32,3,6,3,3,3,0,0,3,21,0,0,0,0,0,0,0,0,0,6,38,182,565,307,76,19,26,1219
LGA17900,39,200,453,754,451,101,35,77,2110,0,4,8,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,17,0,48,39,7,0,0,0,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,51,39,7,0,0,0,8,105,35,88,48,37,7,0,0,29,244,0,3,5,3,3,0,0,0,14,74,346,553,806,461,101,35,114,2490
LGA17950,3,10,134,470,278,70,19,22,1006,0,0,17,11,0,0,0,0,28,0,0,0,4,0,0,0,0,4,0,0,17,15,0,0,0,0,32,0,24,6,4,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,0,0,0,5,39,3,9,5,5,0,0,0,3,25,0,0,0,0,0,0,0,0,0,6,43,162,494,278,70,19,30,1102
LGA18000,42,318,2184,11933,11359,3656,866,320,30678,61,206,307,278,49,7,0,35,943,6,207,624,1059,197,23,16,40,2172,67,413,931,1337,246,30,16,75,3115,170,1317,1956,360,41,16,8,127,3995,42,1655,6497,534,16,3,8,147,8902,19,793,2262,430,8,0,0,70,3582,11,70,52,25,19,5,3,3,188,242,3835,10767,1349,84,24,19,347,16667,4,32,50,29,8,5,0,9,137,0,10,8,10,8,4,0,0,40,355,4608,13940,14658,11705,3719,901,751,50637
LGA18020,14,81,540,1651,881,167,40,73,3447,0,0,6,5,0,0,0,3,14,0,0,3,3,0,0,0,0,6,0,0,9,8,0,0,0,3,20,5,42,50,7,0,0,0,14,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,42,50,7,0,0,3,14,121,12,14,13,9,10,3,0,3,64,0,0,0,3,5,0,3,0,11,31,137,612,1678,896,170,46,93,3663
LGA18050,14,77,657,1812,1648,541,117,76,4942,4,61,796,1016,294,57,13,32,2273,11,66,645,985,549,88,16,42,2402,15,127,1441,2001,843,145,29,74,4675,40,800,1834,416,64,8,11,85,3258,185,1301,3535,568,45,4,5,127,5770,267,1335,3182,1006,32,5,8,153,5988,0,8,7,4,3,0,0,0,22,492,3444,8558,1994,144,17,24,365,15038,4,39,72,26,8,3,3,3,158,0,7,24,16,7,3,0,0,57,525,3694,10752,5849,2650,709,173,518,24870
